,Unnamed: 0,Title,Opinion,Place,Gender,Age,Country,Date,Label
4171,4171,"""Hermoso edificio cultural""","""Hace unos meses visité la colonial ciudad de Guanajuato y me quede impresionado por el edificio que alberga la Universidad de Guanajuato, de paredes blancas y escaleras enormes por las cuales subí y al entrar, con gran admiración vi que al igual que la ciudad, el interior de la Universidad también tiene sus desniveles y pasillos que llevan a los diversos niveles del edificio, pero parece que en cada rincón hay una sorpresa ya que sale otro pasillo y otra escalera ya sea para arriba o para abajo, es una fantasia para el visitante primerizo que tienen que experimentar y comparar con los tuneles de la ciudad.""",Universidad de Guanajuato,Female,59,México,15/02/2013,1
2074,2074,"""Fotogénico""","""Muy bonito y no puede faltar la foto luego de subir todos los escalones. Muy común que haya turistas.""",Universidad de Guanajuato,Male,19,México,02/01/2017,1
3153,3153,"""Viajando""","""Lugar con buenas historias coloniales. Es excelente en el estado que se encuentran las momias y lo limpió del lugar. Además de que es demasiado fácil llegar al museo.""",Museo de las Momias,Male,25,México,17/04/2018,1
1622,1622,"""La historia en pleno centro""","""La Alhóndiga de Granaditas es en el centro de Guanajuato el lugar en el que sucedió uno de los hechos iniciales de la independencia mexicana. Cuentan que en ese lugar, que era un depósito de granos (eso es una alhóndiga) estaban guarnecidos los últimos defensores de la ciudad contra la revolución. Es un lugar amurallado y era muy difícil el asalto. Entre los atacantes estaba ""El Pipila"", que era un grandote lleno de pecas (por eso el apodo) y tomó una gran loza de piedra en sus hombros y cubriéndose con ella se pudo acercar a la puerta de la alhóndiga y producir un incendio que finalmente permitió la entrada de los revolucionarios y terminar tomándola. En Guanajuato hay también una inmensa estatua en honor a El Pipila y conocer esta historia permite interpretar su grandeza.""",Alhóndiga,Male,62,Chile,16/06/2015,1
587,587,Un buen día,"Comida muy rica, personas muy amables tienen muchas artesanías, los precios son muy buenos y esta muy céntrico",Mercado Hidalgo,N/I,-1,México,2019,0
1401,1401,"""Linda vista""","""Las 5 estrellas las dan la vista tan espectacular de Guanajuato. Parece un cuadro. Desde este monumento/mirador se ven todas los lugares más importantes de Guanajuato como la Basílica, el Jardín, la Universidad, el Teatro Juárez, la Alhóndiga de Granaditas, la Plaza de la paz, etc. Horrible, eso sí, la cantidad de chicles pegados en la cabeza del pobre Pípila... deberían quitarlos porque no es nada cool.""",Monumento Pípila,Male,20,Colombia,05/05/2016,1
1700,1700,"""Vivió parte de su infancia""","""Una casa en la que vivió hasta los seis años, ahora exhibe fotografias de parte de su vida. Si tienen tiempo visitenla.""",Casa de Diego Rivera,Male,58,México,28/02/2016,1
3468,3468,"""¡Increíble y la momia más chica del mundo!""","""Muy buen museo, obvio nada de lo que acostumbramos ver, aquí podrán encontrarse con restos humanos muy bien preservados por las propiedades de la tierra y verles el cabello, dientes y hasta tienen información de algunas sobre como muerieron. Segun record guinnes aquí esta la momia más pequeña del mundo, un feto de meses que fue extraído de la madre al desenterrar la momia. Algo escalofríante pero un 'must' de la ciudad la verdad nada que ver con las momias de egipto. Es más rápido llegar caminando que en vehículo desde el centro.""",Museo de las Momias,Female,30,México,05/08/2013,1
2981,2981,"""Si te gusta la historia es bonito verlo""","""Es algo típico de Guanajuato por su contenido histórico pero solo eso, esta muy maltratado y no hay información turística.""",Alhóndiga,Male,40,México,08/06/2015,1
4013,4013,"""Jardin con encanto""","""Es un jardin en una plaza en medio de la ciudad lleno de encanto, restaurantes con terraza y sombra cuando hace calor.l compartir tus experiencias, estás ayudando a los viajeros a tomar decisiones informadas y a planificar mejor los viajes de sus sueños. ¡Gracias!""",Jardín de la Unión,Female,25,España,17/07/2017,1
1379,1379,"""Imperdible""","""Excelente lugar lleno de historia y muy bien conservado, los tours guiados son excelentes y aprendes mucho de nuestra historia.""",Alhóndiga,Male,47,México,25/09/2015,1
2089,2089,"""Bonito edificio""","""Este es el lugar para tomar un agradable imagen. Usted no necesita ir dentro del edificio. Durante el Festival Cervantino es el lugar para mirar fotos agradable en el la Universidad de escaleras.""",Universidad de Guanajuato,Male,50,México,07/09/2016,1
2175,2175,"""Debes ir""","""Este museo, es el mas grande de Guanajuato, tiene mucha historia, los domingos la entrada es gratuita, la construcción es un patrimonio a la nación y la historia que puedes aprender es un gran plus.""",Alhóndiga,Female,25,México,23/06/2014,1
4386,4386,"""Visita obligada""","""El museo conserva en excelente estado las momias, un recorrido rápido, nada tedioso. Visita obligada en la ciudad.""",Museo de las Momias,Female,55,Panamá,03/09/2017,1
3423,3423,"""Gente de todo""","""Me gusta porque confluyen gentes y ambientes de todo tipo; universitarios, académicos, turistas nacionales y extranjeros, burócratas, artistas, músicos, bohemios, etc., y todos en un ambiente de respeto y de recreación.""",Jardín de la Unión,Male,53,México,28/05/2012,1
4244,4244,"""Parte del folclor""","""A pesar de ser muy pequeño la historia que hay detrás de algunas momias es muy interesante. Es un lugar para imaginar cómo es que habrán vivido esas personas en esa época. Lo realmente irritante es el acoso de los vendedores de charamuscas que te empiezan a ofrecer la mercancía antes de entrar al estacionamiento y que cuando te bajas empiezan a echarte los dulces en tu bolsa para que los compres. Eso realmente es MUY MOLESTO.""",Museo de las Momias,Female,51,Estados Unidos,02/02/2016,1
2657,2657,"""La clásica foto""","""Sin duda el lugar con mejor vista de Guanajuato, la estatua es muy bonita y grande y es el lugar para tomarte la clásica foto con la ciudad llena de colores al fondo. Genial. Por $10 pesos puedes subir al Pípila. Hay restaurantes alrededor con vista genial.""",Monumento Pípila,Male,59,Guatemala,08/11/2016,1
3861,3861,"""Historia de nuestro México""","""Lugar emblemático y lleno de historia. Su visita te hará recordar momentos importantes de la independencia.""",Alhóndiga,Male,38,México,17/11/2016,1
441,441,"""Se requiere mucho tiempo para recorrerlo""","""Un museo muy completo e interesante, pero si viajas a Guanajuato en plan de diversión no creo que sea muy buena opción ya que requiere de mucho tiempo para poderlo recorrer.""",Alhóndiga,Male,37,México,01/02/2016,0
3162,3162,"""Callejoneada festival""","""Maravilloso. Inolvidable. La pasamos súper bien, caminando por esas angostas calles acompañados por una de las tunas de la universidad de Guanajuato. Muy divertido para conocer la hermosa arquitectura colonial del centro de la ciudad. Calles muy limpias y llenas de color e historia. Esto eran oleadas de cientos de personas, o miles... que ambiente de sana fiesta tan agradable. Ideal para pasar toda la noche caminando y disfrutando de la vista y ambiente de cada esquina.""",Callejón del Beso,Male,-1,Uruguay,22/10/2016,1
2051,2051,"""La casa del maestro""","""Admiro mucho a Diego Rivera y para mi fue emocianante visitar su casa y la obra que esta contiene. Muy recomendable.""",Casa de Diego Rivera,Female,33,México,20/05/2015,1
2541,2541,"""Para los amantes de los museos""","""Éste es uno que NO puede faltar en su lista. Desde el principio del recorrido hacen la 'aclaración' que no se trata de un proceso de momificación convencional, sino, un proceso natural de deshidratación y conservación. Se llamen momias o no, es un museo digno de ser visitado; mucho por ver y conocer. Está genial.""",Museo de las Momias,Male,45,México,18/01/2013,1
1301,1301,"""Obligada visita""","""Es parte esencial de la independencia de México. Recomiendo tomar la platica del guia, es impresionante saber la historia que guarda el museo, muy recomendable.""",Alhóndiga,Male,31,México,12/04/2017,1
4041,4041,"""Excelente lugar para caminar y visitar""","""Sin duda el corazón de la zona centro de la ciudad de Guanajuato, ideal para caminar visitar restaurantes, bares, cafe o solamente admiar la arquitectura de sus edificios como el Teatro Juarez o el monumento del pipila en lo anto del cerro.""",Jardín de la Unión,Male,30,México,22/03/2017,1
1304,1304,"""Cuidado""","""Es un lindo lugar, con una historia muy interesante... pero los aprovechados te quieren sacar dinero por todo. Cuidado con los que te dicen amablemente: ¿te cuento la historia? porque te sacarán dinero, o los que te dicen: ¿les ayudo con la foto del beso? porque también te sacaran dinero.""",Callejón del Beso,Female,35,México,15/09/2015,1
236,236,"""No soy muy fan de…""","""La verdad no soy muy seguidor de mercados de este tipo, pero sí es buena opción para artesanías y dulces. Precios accesibles.""",Mercado Hidalgo,Female,44,México,29/04/2016,0
2599,2599,"""Bellísimo""","""Imperdible cuando uno visita Guanajuato , con una belleza arquitectónica interior y exterior realmente encantadora.""",Teatro Juárez,Male,67,Panamá,10/09/2014,1
520,520,"""Solo entra si nunca has ido""","""La verdad es bueno conocerlo y saber como es que se hicieron momias pero sólo es atracción... Y para acabarla a la mitad por que se llevaron casi la mitad de las momias de gira. :( Asi que, sólo están las más importantes... y la otra mitad del museo, es una exposición sobre la muerte súper chafa... Así que mejor vayan a conocer de historia que eso... No recomendado.""",Museo de las Momias,Female,17,México,12/01/2014,0
2573,2573,"""Conjunto de Arte, Cultura y Conocimiento""","""Quede verdaderamente fascinado con este lugar. Desde que entras sientes algo muy especial en sus instalaciones. Recorrer los pasillos de la universidad es una verdadera experiencia. Apenas ingresas a este lugar te sumerges en la vibra que emana.""",Universidad de Guanajuato,Male,32,México,14/04/2015,1
2768,2768,"""Leyenda e historia""","""El monumento al Pípila es de convivio de las familias. Se puede subir en un funicular (en el centro de la ciudad), lo que hace el ascenso más pintoresco. La vista es espectacular ya que es un mirador.""",Monumento Pípila,Female,67,México,08/01/2015,1
735,735,"""Demasiada gente""","""Lo visítanos en semana santa del 2014 pero no era lo que esperaba, demasiada gente ni siquiera me pude tomar una foto decente en el famoso escalón o tomar alguna foto bonita, recomendaría visitarlo en temporada baja.""",Callejón del Beso,Female,27,México,24/02/2016,0
4158,4158,"""Muy completo""","""La verdad se requiere de un buen tiempo para disfrutar de todo lo que el museo, ofrece pues no solo el inmueble también los muebles, las pinturas, la historia la sala de proyección y por si fuera poco una exposición de arte moderno extra.""",Casa de Diego Rivera,Female,26,México,25/07/2012,1
2106,2106,"""Excelente punto de reunión""","""Aquí encuentras el corazón de Guanajuato! Tienes que visitarlo de día, tarde y noche para ver como las actividades cambian. Esta vez nos sorprendió ver que había hasta gente bailando enfrente de la cafetería Starbuks. Es también un excelente punto de reunión para de ahí partir a una callejoneada o para probar los deliciosos restaurantes que hay a su alrededor.""",Jardín de la Unión,Male,37,México,06/11/2016,1
2679,2679,"""Muy lindo""","""Un lugar super lindo subir todas las escaleras y tomarte tu foto del recuerdo. Un lugar que tienes que visitar si vas a Guanajuato.""",Universidad de Guanajuato,Female,27,México,16/05/2016,1
2761,2761,Buena Visita,Rato divertido y agradable al lado de tu pareja. Y abrazarl@ la entrada costo 81 para llegar es fácil,Museo de las Momias,Female,-1,México,2019,1
592,592,"""Mala experiencia""","""Te acosan los vendedores desde unos metros antes y en realidad no hay mucho que ver, ya fui una vez y tal vez no vuelvo.""",Callejón del Beso,Male,24,México,07/05/2017,0
1303,1303,"""Increíble""","""De las mejores universidades q he visto, con apariencia en blanco q en lo personal me dio una impresión de mucha limpieza y elegancia. Y de sorpresa sus escaleras donde se pueden apreciar proyecciones de películas en blanco y negro... Niceeeee""",Universidad de Guanajuato,Male,57,México,11/10/2012,1
1387,1387,"""Lugar de diversión y aprendizaje""","""Su fachada muestra magnificencia y creo dentro de el ha de ser lo mismo, como casi todos los lugares públicos más populares, y que espero poder en otra oportunidad visitar mas a profundidad.""",Teatro Juárez,Female,56,México,24/03/2012,1
