,Title,Opinion,Place,Gender,Age,Country,Date,Label
2654,"""HERMOSA""","""Nuestra Señora de Guadalupe"" Esta venerable iglesia, ahora basílica de Nuestra Señora de Guanajuato, fué comenzada en 1671 y terminada en 1696. Es uno de los mejores ejemplos de arquitectura barroca del siglo XVII. En su interior, uno puede admirar la antigua figura de la virgen, Patrona de Guanajuato, la cual fué regalada por el Rey Carlos I y su hijo, Felipe II de España.""",Basilica Colegiata,Male,61,España,01/10/2013,1
2655,"""¡¡BELLA!!""","""En su interior guarda una virgen que se ha convertido en la patrona y reina de la ciudad.El santuario cuenta con tres accesos, un campanario de tres cuerpos y otra torre de estilo churrigueresco. Parte de la iglesia está dedicada al santo patrón de los mineros, San Nicolás Tolentino.""",Basilica Colegiata,Female,36,México,28/04/2014,1
2656,"""Callejón de los enamorados""","""Lugar muy romántico es muy acogedor y tiene una historia de unos enamorados que lucharon por su amor.""",Callejón del Beso,Male,44,México,04/02/2018,1
2657,"""La clásica foto""","""Sin duda el lugar con mejor vista de Guanajuato, la estatua es muy bonita y grande y es el lugar para tomarte la clásica foto con la ciudad llena de colores al fondo. Genial. Por $10 pesos puedes subir al Pípila. Hay restaurantes alrededor con vista genial.""",Monumento Pípila,Male,59,Guatemala,08/11/2016,1
2658,"""Romantisismo""","""Ufff un lugar padrísimo para ir en parejas pues cuenta la leyenda que debes besar a tu novia ahí para que su amor perdure toda la vida es un increíble lugar tienen que visitarlo estoy encantado por ese lugar.""",Callejón del Beso,Male,39,México,02/10/2016,1
2659,"""Nos gustó la exposición permanente en este lugar""","""Las obras que se presentan permanentemente en este lugar, sobre todo las de Diego Rivera, son increíbles y deben admirarse. El museo es interesante por que además de exhibir esas piezas de arte, recrea la casa en la que vivió el Maestro hasta las seis años.""",Casa de Diego Rivera,Female,46,México,01/01/2014,1
2660,"""Entras al pasado""","""El mercado hidalgo es un lugar muy bonito por fuera y por dentro el cual llegamos y es como si entraras al pasado ya que encuentras olores, sabores,colores y variedad de infinitas cosas para comprar y comer un lugar lleno de vida si te gustan los mercados.""",Mercado Hidalgo,Male,26,México,01/06/2016,1
2661,"""VISITA AL MUSEO""","""Como íbamos en un tour que nos llevo a visitar varios lugares, entre ellos, el Museo de las Momias, no tuvimos mucho tiempo para recorrerlo. Lo que alcanzamos a ver es muy interesante, tienen a las momias en vitrinas, muy bien acondicionada el área, si gustas puedes contratar a algún guía que te de una explicación más detallada. Me hubiera gustado tener un poco mas de tiempo para verlo más despacio.""",Museo de las Momias,Female,48,México,28/09/2015,1
2662,Tiene vida casi las 24 horas,"Muy padre jardin, tiene mucha vida, super recomendable venden de todo lo que hay en las plazas de Mexico.",Jardín de la Unión,Male,-1,Estados Unidos,2018,1
2663,"""¡Pintoresco y clásico!""","""Ir a las callejonedas y terminar en este lugar es una obligación que no puedes perderte conocer la historia contada e interpretada es super interesante y al final no puede faltar la clásica foto sino son 7 años de mala suerte.""",Callejón del Beso,Male,36,México,11/08/2017,1
2664,"""Infaltable""","""Es un museo finalmente. Pero un museo interesante. Podrás encontrar aparte de lo típico de un museo (armas, escritos y pertenecias de los héroes de nuestra patria), la campana original que tocó Miguel Hidalgo y un impresionante mural de Siqueiros. Precioso, divino. El edificio en sí es precioso y está perfectamente conservado. CASI te hace sentirte en aquel tiempo. Muy bonito.""",Alhóndiga,Female,38,México,26/06/2013,1
2665,"""Historia viva""","""Sin duda un excelente lugar donde la historia que aprendiste a través de los libros de texto se vuelve real al poder visitar un lugar como este.""",Alhóndiga,Female,32,México,20/07/2015,1
2666,"""Por la historia""","""Básicamente porque es un lugar con mucha tradición, pero en si el lugar no es diferente de otro de los miles de callejones que hay en GTO, fui mas bien, para que no me contaran, es lindo que la historia te la platiquen los niños pequeños que andan por ahí.""",Callejón del Beso,Female,46,México,10/03/2014,1
2667,"""Para comprar y para comer""","""El Mercado Hidalgo, es un lugar que no puede dejar de visitarse, alli se puede encontrar infinidad de dulces como las charamuscas de todas las formas imaginables, dulces rellenos de nuez mmmmm, los trastecitos de barro, muñecas, adornos para la casa, las ranitas de souvenirs, muy tradicionales. En general se requiere mínimo como una hora y media para recorrer los locales muy rápidamente. También se puede disfrutar de una deliciosa pancita y las riquísimas enchiladas mineras, lo recomiendo muchísimo, es un lugar limpio, no se lo pueden perder. La Arquitectura del Lugar es muy bella, ya que habia sido construida para ser una estación de ferrocarriles y luego al desaparecer el tren que llegaba a la ciudad, se convirtió en el mercado. Tal como comenta Nohemi P en su opinión, la construyó el Ing. Eiffel y se ve su diseño muy hermoso.""",Mercado Hidalgo,Female,21,México,09/12/2014,1
2668,"""Lindo mercadito, pintoresco!""","""Ubicado en pleno centro de la cd, Su exterior es bello! y al interior cuenta con venta de artesanias, comidas, frutas, bebidas, recuerditos, etc.""",Mercado Hidalgo,Female,26,México,28/01/2017,1
2669,"""Callejón romántico""","""Parte de las leyendas mas importantes de Guanajuato. Parecida a la de Romeo y Julieta. Es uno de los mas estrechos de la ciudad. En el callejón hay varias tiendas de dulces y artesanías. Muy bonito los colores de las casas y en la noche es muy romántico.""",Callejón del Beso,Male,20,México,27/09/2016,1
2670,"""Majestuosa obra arquitectónica""","""Me gustó por que es una  joya arquitectónica y porque esta rodeada de cafés y restaurantes, además de este lugar parten las callejoneadas.""",Teatro Juárez,Female,50,México,23/09/2014,1
2671,"""PRECIOSA EDIFICACIÓN""","""Preciosa edificación muy a tono con lo rústico de la ciudad lugar que tampoco puedes dejar de ir ya que es un icono de la ciudad.""",Alhóndiga,Male,40,México,03/07/2013,1
2672,Un poquito de historia,Recorrido muy rápido y fácil. Y si te encuentras a un guía te hace muy ameno el recorrido y aprendes cosas nuevas,Casa de Diego Rivera,Female,-1,N/I,2019,1
2673,"""EL LUGAR""","""El lugar por Excelencia para pasear en Guanajuato. Tanto para los locales como para los turistas siempre ofrece un espacio muy agradable para caminar, escuchar la
Música en vivo o simplemente descansar en una banca. Todo el sabor de Guanajuato está presente. Además con la excelente vista del teatro Juárez y el monumento al Pipila. Indispensable visitarlo.""",Jardín de la Unión,Female,50,México,26/07/2016,1
2674,"""Cumpliendo con la tradición""","""Ya sea que vayas durante el día o en la noche, asegúrate de tener con quién pararte en el tercer escalón para el tradicional beso y además alguien que te pueda tomar una buena foto para el recuerdo.""",Callejón del Beso,Female,30,México,20/07/2015,1
2675,"""Muy recomendable""","""De todos los museos que he visitado en Guanajuato, es el mejor, mucha historia de nuestras culturas y como vivían.""",Alhóndiga,Male,43,México,20/08/2015,1
2676,"""Gran inmueble que debe visitarse""","""Es un lugar que se debe visitar para poder apreciar lo que ha aportado éste inmueble a todas las personas que han pisado sus instalaciones. Normalmente está en remodelación y regularmente presentan diferentes proyectos culturales en sus salas…""",Universidad de Guanajuato,Male,32,México,03/11/2014,1
2677,"""Lugar familiar y recuerdos""","""Definitivamente un lugar con mucha actividad sobretodo después de las 6pm. Puedes comer, tomar un café , platicar, descansar, bolear tu calzado, pero lo mejor observa como la gente convive en un marco de tranquilidad y paz.""",Jardín de la Unión,Male,-1,Chile,29/12/2015,1
2678,"""Hermosa vista""","""Si vas a Guanajuato es un lugar imperdible, no se arrepentirán de la hermosa vista que ofrece el lugar, eso si, necesitan ir bien hidratados para subir todos esos escalones, no lleguen en coche porque es parte de la experiencia.""",Monumento Pípila,Female,24,México,17/01/2017,1
2679,"""Muy lindo""","""Un lugar super lindo subir todas las escaleras y tomarte tu foto del recuerdo. Un lugar que tienes que visitar si vas a Guanajuato.""",Universidad de Guanajuato,Female,27,México,16/05/2016,1
2680,Excelente lugar histórico,Gran lugar historico y de referencia en la ciudad...traten de llevar un guia en su recorrido para apreciar con mayor interes lo que esta cada sala.... y lleven sus credencial de estudiantes para pasar gratis a el...,Alhóndiga,Male,-1,México,2018,1
2681,Un rincon de la Historia,"Impresionante, un lugar para encontarse con una aproximacion a la historia real del movimiento de independencia en Mexico Un lugar para encontrarnos no solo con el mitico personaje del Pipila, sino introducirnos a los acontecimientos que vivieron las personas y familias que se encontraban dentro del edificio en el momento de la llegada de las tropas Insurgentes!!",Alhóndiga,Male,-1,México,2019,1
2682,"""Imperdible""","""La mayor atracción de Guanajuato es este hermoso teatro. Por fuera su fachada tipo Partenón. En su interior madera tallada y pintada. Fierro forjado en diseños elegantes y bellos.  Tapices finos en los asientos. Esculturas hermosas. Escalera importante. Vitrales. Pisos bellos. Todo es hermoso.""",Teatro Juárez,Female,57,Perú,10/07/2016,1
2683,"""Histórico""","""Es una construcción histórica y majestuosa, si se esta en Guanajuato es imperdible porque tiene mucha historia guardada entre sus muros, se puede contratar un guía y la visita se vuelve mas interesante. Sin duda es muy recomendable.""",Alhóndiga,Male,45,España,12/05/2017,1
2684,"""Arquitectura fascinante""","""Un lugar icónico de la ciudad de Guanajuato... con una arquitectura espectacular... sino te tomas una foto en ese lugar has de cuenta que no fuiste a Guanajuato.""",Universidad de Guanajuato,Male,45,México,20/09/2015,1
2685,"""Impresionable""","""Para personas sensibles o impresionables no es recomendable. La visita es corta 30 minutos aproximadamente, primero uno video y luego se pasa por cuatro salas aproximadamente. Te muestran desde la primera momia encontrada hasta la última del año 2004. Vale la pena visitarlo.""",Museo de las Momias,Female,21,Colombia,23/06/2017,1
2686,"""¡Maravillosa!""","""Imponente templo tanto por fuera como por dentro y ubicado en pleno corazón de Guanajuato, bastante pintoresca y llena de hermosos detalles en su interior. ¡¡Visita obligatoria en Guanajuato!!""",Basilica Colegiata,Male,35,México,24/11/2013,1
2687,"""¡¡IMPRESIONANTE!!""","""Es impresionante encontrar esta joya arquitectónica, con 88 escalones que engalanan la entrada de esta extraordinaria Universidad.""",Universidad de Guanajuato,Male,47,México,21/03/2018,1
2688,"""Lugar de leyenda""","""Otro de los lugares clásicos de visita en mi Guanajuato. Este callejón es céntrico y puedes llegar caminando al estar recorriendo el centro de la ciudad. En este lugar puedes hallar niños que por una propina te cuentan la leyenda del callejón en una forma muy especial. Por tradición hay que darse un beso en el tercer escalón para evitar la mala suerte, si vas en pareja pues muy fácil, si vas solo y eres mujer no faltará algún voluntario para el beso, si eres hombre pues tendras que buscar o arriesgarte a que se cumpla lo de la mala suerte.""",Callejón del Beso,Male,46,México,28/04/2015,1
2689,El de los 500,"Algo de historia de este muralista mexicano desde su desliz con el cubismo hasta réplica de uno de sus mejores murales, su casa su vida....",Casa de Diego Rivera,Male,-1,México,2016,1
2690,"Pequeño, bien remodelado, pero no cuenta con tanta exhibicion de DR","Esta ubicado en pleno centro, el lugar en si es pequeño, pero lo remodelaron bien, en si tiene poca obra de Diego Rivera exhibiendo, y te hacen alusion de como fue su casa, pero los muebles no son los originales, es bueno solamente!",Casa de Diego Rivera,Female,-1,México,2017,1
2691,"""HERMOSA""","""Simplemente si vas a Guanajuato tienes que visitarla para tu acervo cultural, arquitectura inigualable.""",Basilica Colegiata,Female,44,México,09/12/2017,1
2692,"""Buena vista""","""Se aprecia una buena vista desde el lugar, no hay mucha variedad que hacer pero se toman buenas fotos.""",Monumento Pípila,Female,44,México,28/10/2014,1
